Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite_Patrimonio,Chrome 111.0.0.0,,,2023-04-10 13:43:36,2023-04-10 13:44:28,"51,553s",FAILED
,,,,,,,
Test Cases/Loginfont TC/Log,Chrome 111.0.0.0,,,2023-04-10 13:43:36,2023-04-10 13:43:45,"8,805s",PASSED
"openBrowser(""http://10.129.105.196:7003/frontoffice/login"")",Chrome 111.0.0.0,,,2023-04-10 13:43:37,2023-04-10 13:43:41,"4,358s",PASSED
"sendKeys(findTestObject(""Object Repository/Login/ID_utilizador""), ""Patrimonio2RF"")",Chrome 111.0.0.0,,,2023-04-10 13:43:41,2023-04-10 13:43:41,"0,446s",PASSED
"sendKeys(findTestObject(""Object Repository/Login/input_Password_j_password""), ""PAT2ref"")",Chrome 111.0.0.0,,,2023-04-10 13:43:41,2023-04-10 13:43:42,"0,405s",PASSED
"click(findTestObject(""Object Repository/Login/Iniciar_Sesso""))",Chrome 111.0.0.0,,,2023-04-10 13:43:42,2023-04-10 13:43:45,"3,371s",PASSED
,,,,,,,
Test Cases/Processo_Imovel TC/Submissão de Imovel,Chrome 111.0.0.0,,,2023-04-10 13:44:28,2023-04-10 13:44:28,"0,096s",FAILED
"click(findTestObject(""Object Repository/Processo_Sub_Imovel/span_Patrimnio""))",Chrome 111.0.0.0,,,2023-04-10 13:44:28,2023-04-10 13:44:28,"0,090s",FAILED
